sample_id,filepath,original_filepath,true_label,predicted_prob,error_type,source_split
pa_127198,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127198.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127198.wav,GENUINE_MIC,0.6630634665489197,false_positive,replay
pa_127206,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127206.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127206.wav,GENUINE_MIC,0.9800002574920654,false_positive,replay
pa_127216,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127216.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127216.wav,GENUINE_MIC,0.981830894947052,false_positive,replay
pa_127220,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127220.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127220.wav,PHYSICAL_REPLAY,0.18447674810886383,false_negative,replay
pa_127221,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127221.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127221.wav,GENUINE_MIC,0.7426819801330566,false_positive,replay
pa_127231,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127231.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127231.wav,PHYSICAL_REPLAY,0.6199511289596558,false_negative,replay
pa_127240,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127240.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127240.wav,PHYSICAL_REPLAY,0.3073323965072632,false_negative,replay
pa_127244,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127244.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127244.wav,PHYSICAL_REPLAY,0.6155420541763306,false_negative,replay
pa_127259,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127259.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127259.wav,GENUINE_MIC,0.696617841720581,false_positive,replay
pa_127261,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127261.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127261.wav,PHYSICAL_REPLAY,0.48345279693603516,false_negative,replay
pa_127265,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127265.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127265.wav,PHYSICAL_REPLAY,0.5881423354148865,false_negative,replay
pa_127268,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127268.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127268.wav,PHYSICAL_REPLAY,0.2839955687522888,false_negative,replay
pa_127275,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127275.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127275.wav,GENUINE_MIC,0.8595861196517944,false_positive,replay
pa_127295,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127295.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127295.wav,GENUINE_MIC,0.7639420032501221,false_positive,replay
pa_127306,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127306.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127306.wav,PHYSICAL_REPLAY,0.283184289932251,false_negative,replay
pa_127317,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127317.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127317.wav,GENUINE_MIC,0.6904280185699463,false_positive,replay
pa_127321,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127321.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127321.wav,PHYSICAL_REPLAY,0.33605125546455383,false_negative,replay
pa_127322,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127322.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127322.wav,GENUINE_MIC,0.7152052521705627,false_positive,replay
pa_127323,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127323.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127323.wav,GENUINE_MIC,0.8828785419464111,false_positive,replay
pa_127341,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127341.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127341.wav,GENUINE_MIC,0.7117317914962769,false_positive,replay
pa_127381,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127381.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127381.wav,PHYSICAL_REPLAY,0.5861592292785645,false_negative,replay
pa_127389,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127389.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127389.wav,PHYSICAL_REPLAY,0.5069209337234497,false_negative,replay
pa_127400,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127400.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127400.wav,GENUINE_MIC,0.7875365018844604,false_positive,replay
pa_127410,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127410.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127410.wav,GENUINE_MIC,0.6318445801734924,false_positive,replay
pa_127423,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127423.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127423.wav,PHYSICAL_REPLAY,0.5991400480270386,false_negative,replay
pa_127449,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127449.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127449.wav,PHYSICAL_REPLAY,0.44350162148475647,false_negative,replay
pa_127472,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127472.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127472.wav,GENUINE_MIC,0.9114298224449158,false_positive,replay
pa_127478,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127478.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127478.wav,PHYSICAL_REPLAY,0.32924455404281616,false_negative,replay
pa_127479,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127479.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127479.wav,PHYSICAL_REPLAY,0.6218202114105225,false_negative,replay
pa_127486,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127486.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127486.wav,GENUINE_MIC,0.6950596570968628,false_positive,replay
pa_127496,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127496.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127496.wav,PHYSICAL_REPLAY,0.2962414622306824,false_negative,replay
pa_127502,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127502.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127502.wav,GENUINE_MIC,0.6743085980415344,false_positive,replay
pa_127518,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127518.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127518.wav,PHYSICAL_REPLAY,0.17172221839427948,false_negative,replay
pa_127520,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127520.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127520.wav,GENUINE_MIC,0.781853437423706,false_positive,replay
pa_127525,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127525.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127525.wav,PHYSICAL_REPLAY,0.19509011507034302,false_negative,replay
pa_127533,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127533.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127533.wav,GENUINE_MIC,0.7395205497741699,false_positive,replay
pa_127534,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127534.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127534.wav,PHYSICAL_REPLAY,0.45049577951431274,false_negative,replay
pa_127544,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127544.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127544.wav,PHYSICAL_REPLAY,0.2635933756828308,false_negative,replay
pa_127565,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127565.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127565.wav,PHYSICAL_REPLAY,0.4359189569950104,false_negative,replay
pa_127572,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127572.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127572.wav,GENUINE_MIC,0.9242076873779297,false_positive,replay
pa_127593,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127593.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127593.wav,GENUINE_MIC,0.6575621366500854,false_positive,replay
pa_127595,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127595.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127595.wav,GENUINE_MIC,0.7242872714996338,false_positive,replay
pa_127599,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127599.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127599.wav,GENUINE_MIC,0.8713350296020508,false_positive,replay
pa_127602,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127602.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127602.wav,PHYSICAL_REPLAY,0.26757222414016724,false_negative,replay
pa_127616,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127616.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127616.wav,GENUINE_MIC,0.8219528794288635,false_positive,replay
pa_127617,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127617.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127617.wav,PHYSICAL_REPLAY,0.05547035112977028,false_negative,replay
pa_127618,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127618.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127618.wav,PHYSICAL_REPLAY,0.47059711813926697,false_negative,replay
pa_127619,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127619.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127619.wav,PHYSICAL_REPLAY,0.3163401782512665,false_negative,replay
pa_127626,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127626.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127626.wav,GENUINE_MIC,0.9380243420600891,false_positive,replay
pa_127633,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127633.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127633.wav,PHYSICAL_REPLAY,0.5225626826286316,false_negative,replay
pa_127640,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127640.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127640.wav,PHYSICAL_REPLAY,0.4233836531639099,false_negative,replay
pa_127645,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127645.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127645.wav,GENUINE_MIC,0.6549928188323975,false_positive,replay
pa_127659,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127659.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127659.wav,PHYSICAL_REPLAY,0.4519151449203491,false_negative,replay
pa_127662,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127662.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127662.wav,GENUINE_MIC,0.6500021815299988,false_positive,replay
pa_127663,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127663.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127663.wav,GENUINE_MIC,0.765605092048645,false_positive,replay
pa_127678,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127678.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127678.wav,GENUINE_MIC,0.8474059700965881,false_positive,replay
pa_127680,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127680.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127680.wav,GENUINE_MIC,0.6513136029243469,false_positive,replay
pa_127682,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127682.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127682.wav,PHYSICAL_REPLAY,0.4645579159259796,false_negative,replay
pa_127708,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127708.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127708.wav,GENUINE_MIC,0.8526763916015625,false_positive,replay
pa_127718,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127718.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127718.wav,PHYSICAL_REPLAY,0.3970144987106323,false_negative,replay
pa_127719,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127719.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127719.wav,PHYSICAL_REPLAY,0.36664989590644836,false_negative,replay
pa_127736,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127736.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127736.wav,PHYSICAL_REPLAY,0.5797485709190369,false_negative,replay
pa_127763,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127763.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127763.wav,PHYSICAL_REPLAY,0.5650338530540466,false_negative,replay
pa_127780,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127780.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127780.wav,GENUINE_MIC,0.8922261595726013,false_positive,replay
pa_127783,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127783.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127783.wav,GENUINE_MIC,0.7279027104377747,false_positive,replay
pa_127784,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127784.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127784.wav,PHYSICAL_REPLAY,0.2641433775424957,false_negative,replay
pa_127798,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127798.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127798.wav,GENUINE_MIC,0.8259396553039551,false_positive,replay
pa_127809,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127809.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127809.wav,PHYSICAL_REPLAY,0.570288896560669,false_negative,replay
pa_127815,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127815.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127815.wav,PHYSICAL_REPLAY,0.5115563869476318,false_negative,replay
pa_127816,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127816.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127816.wav,GENUINE_MIC,0.7793057560920715,false_positive,replay
pa_127819,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127819.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127819.wav,GENUINE_MIC,0.7949457168579102,false_positive,replay
pa_127822,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127822.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127822.wav,GENUINE_MIC,0.6704080700874329,false_positive,replay
pa_127827,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127827.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127827.wav,PHYSICAL_REPLAY,0.3841218054294586,false_negative,replay
pa_127834,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127834.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127834.wav,GENUINE_MIC,0.8171600699424744,false_positive,replay
pa_127846,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127846.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127846.wav,GENUINE_MIC,0.8492180109024048,false_positive,replay
pa_127858,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127858.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127858.wav,PHYSICAL_REPLAY,0.5535916090011597,false_negative,replay
pa_127861,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127861.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127861.wav,PHYSICAL_REPLAY,0.05381346866488457,false_negative,replay
pa_127873,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127873.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127873.wav,PHYSICAL_REPLAY,0.00018596208246890455,false_negative,replay
pa_127874,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127874.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127874.wav,PHYSICAL_REPLAY,0.4072040319442749,false_negative,replay
pa_127881,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127881.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127881.wav,GENUINE_MIC,0.6675206422805786,false_positive,replay
pa_127885,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127885.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127885.wav,PHYSICAL_REPLAY,0.5352923274040222,false_negative,replay
pa_127886,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127886.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127886.wav,PHYSICAL_REPLAY,0.303918719291687,false_negative,replay
pa_127894,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127894.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127894.wav,GENUINE_MIC,0.8397796154022217,false_positive,replay
pa_127895,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127895.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127895.wav,PHYSICAL_REPLAY,0.6173728108406067,false_negative,replay
pa_127898,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127898.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127898.wav,GENUINE_MIC,0.9542713165283203,false_positive,replay
pa_127900,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127900.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127900.wav,GENUINE_MIC,0.6650568842887878,false_positive,replay
pa_127901,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127901.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127901.wav,GENUINE_MIC,0.8672469258308411,false_positive,replay
pa_127909,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127909.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127909.wav,GENUINE_MIC,0.7199516892433167,false_positive,replay
pa_127925,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127925.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127925.wav,PHYSICAL_REPLAY,0.4292798340320587,false_negative,replay
pa_127947,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127947.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_127947.wav,PHYSICAL_REPLAY,0.35380175709724426,false_negative,replay
pa_127956,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127956.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127956.wav,GENUINE_MIC,0.7994159460067749,false_positive,replay
pa_127999,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_127999.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_127999.wav,GENUINE_MIC,0.8517464399337769,false_positive,replay
pa_128017,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_128017.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_128017.wav,GENUINE_MIC,0.6357930302619934,false_positive,replay
pa_128026,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_128026.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_128026.wav,GENUINE_MIC,0.6284258961677551,false_positive,replay
pa_128041,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_128041.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_128041.wav,PHYSICAL_REPLAY,0.26993972063064575,false_negative,replay
pa_128045,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_128045.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_128045.wav,GENUINE_MIC,0.9401357173919678,false_positive,replay
pa_128051,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_128051.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_128051.wav,GENUINE_MIC,0.7495853900909424,false_positive,replay
pa_128055,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_128055.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\replay\pa_128055.wav,PHYSICAL_REPLAY,0.5441943407058716,false_negative,replay
pa_128058,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_128058.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_128058.wav,GENUINE_MIC,0.7026275396347046,false_positive,replay
pa_128069,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\redteam\replay\pa_128069.wav,C:\Users\Ritik Raj\OneDrive\Desktop\voice_ai_detector\data\raw\genuine\pa_128069.wav,GENUINE_MIC,0.9529979228973389,false_positive,replay
